,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,remotework
115,35,No,non-travel,556.3,desconocido,39,4,life sciences,1,116,3,True,69.5,2,2,manufacturing director,1,desconocido,4492.84,11681.39,6,Desconocido,13,3.0,2,part time,1,13.0,3,3.0,11,5,9,4492.84,1989,53914.11,desconocido,False
116,36,No,travel_rarely,827.5,desconocido,16,3,desconocido,1,117,3,True,103.4,3,3,sales executive,2,married,6683.33,17376.67,0,Desconocido,15,3.0,3,part time,2,12.0,3,2.0,11,6,9,6683.33,1988,80200.0,desconocido,False
117,46,No,travel_frequently,1032.5,desconocido,7,3,life sciences,1,118,1,True,129.1,3,3,laboratory technician,1,desconocido,8339.32,21682.23,1,Desconocido,18,3.0,1,part time,1,24.0,2,3.0,24,9,11,8339.32,1978,100071.84,desconocido,True
118,40,No,non-travel,1761.0,desconocido,10,1,desconocido,1,119,3,True,220.1,3,4,manager,1,married,,36980.67,1,Desconocido,14,,4,full time,0,21.0,3,3.0,21,11,10,,1984,170680.0,desconocido,True
119,32,No,non-travel,922.7,desconocido,7,2,desconocido,1,120,3,False,115.3,2,3,manufacturing director,3,married,7452.5,19376.5,1,No,24,4.0,1,part time,1,10.0,2,3.0,10,8,9,7452.5,1992,89430.0,desconocido,False
120,40,No,non-travel,1988.4,research & development,7,2,desconocido,1,121,3,True,248.5,2,5,manager,4,married,16060.0,41756.0,1,Desconocido,15,3.0,1,full time,1,,2,3.0,21,13,3,16060.0,1984,192720.0,manager  -  research & development,True
121,46,No,travel_rarely,556.3,desconocido,8,4,desconocido,1,122,4,True,69.5,3,2,research scientist,4,desconocido,4492.84,11681.39,9,No,14,3.0,1,part time,2,12.0,3,3.0,10,9,8,4492.84,1978,53914.11,desconocido,True
122,31,No,travel_rarely,556.3,sales,5,3,marketing,1,123,4,False,69.5,2,2,sales executive,3,desconocido,4492.84,11681.39,1,Desconocido,13,3.0,3,full time,3,10.0,2,3.0,10,1,2,4492.84,1993,,sales executive  -  sales,True
123,32,No,non-travel,1032.5,desconocido,7,4,medical,1,124,3,False,129.1,3,3,manufacturing director,4,desconocido,8339.32,21682.23,1,Desconocido,14,3.0,3,part time,0,11.0,2,2.0,11,4,10,8339.32,1992,100071.84,desconocido,False
124,37,No,non-travel,1032.5,desconocido,3,4,medical,1,125,1,True,129.1,2,3,sales executive,4,married,8339.32,21682.23,4,No,11,3.0,1,part time,1,16.0,2,3.0,13,1,12,8339.32,1987,100071.84,desconocido,True
125,37,No,travel_rarely,1032.5,desconocido,2,2,desconocido,1,126,2,True,129.1,2,3,sales executive,3,married,,21682.23,1,Desconocido,13,3.0,2,part time,2,10.0,2,3.0,10,9,0,,1987,100071.84,desconocido,True
126,56,No,travel_rarely,1582.8,desconocido,18,5,desconocido,1,127,1,False,197.8,3,4,manager,2,single,12783.92,33238.2,3,No,23,4.0,4,full time,0,37.0,2,3.0,10,7,7,12783.92,1968,153407.07,desconocido,False
127,36,No,non-travel,556.3,desconocido,1,3,desconocido,1,128,2,True,69.5,3,2,sales executive,3,desconocido,4492.84,11681.39,9,Desconocido,11,3.0,3,part time,0,15.0,2,3.0,11,6,9,4492.84,1988,53914.11,desconocido,False
128,43,No,travel_rarely,1032.5,desconocido,24,3,medical,1,129,4,True,129.1,3,3,manufacturing director,1,married,8339.32,21682.23,1,Desconocido,21,4.0,4,part time,1,10.0,5,2.0,10,5,8,8339.32,1981,100071.84,desconocido,False
129,53,No,travel_rarely,575.4,desconocido,6,2,desconocido,1,130,4,True,71.9,3,2,research scientist,1,divorced,4647.5,12083.5,3,Yes,12,,2,full time,2,18.0,3,3.0,10,6,9,4647.5,1971,55770.0,desconocido,True
130,50,No,non-travel,1974.0,desconocido,18,4,life sciences,1,131,4,True,246.7,2,5,research director,3,desconocido,,41453.67,1,Yes,17,3.0,3,full time,1,,5,3.0,31,0,9,,1974,191324.62,desconocido,False
131,35,No,travel_rarely,277.6,research & development,1,5,desconocido,1,132,2,True,34.7,3,1,research scientist,4,married,2242.5,5830.5,1,No,12,3.0,4,part time,1,,4,2.0,10,8,8,2242.5,1989,26910.0,research scientist  -  research & development,True
132,34,Yes,travel_rarely,290.0,desconocido,1,4,other,1,133,4,True,36.3,3,1,research scientist,4,single,2342.59,6090.75,1,Desconocido,13,3.0,3,part time,0,10.0,2,2.0,10,7,8,2342.59,1990,28111.13,desconocido,True
133,34,No,non-travel,1032.5,research & development,7,3,medical,1,134,3,True,129.1,3,3,research director,3,married,8339.32,21682.23,0,No,11,3.0,4,full time,0,,3,4.0,13,3,7,8339.32,1990,,research director  -  research & development,True
134,54,No,travel_rarely,1582.8,desconocido,23,4,desconocido,1,135,4,False,197.8,3,4,research director,4,desconocido,12783.92,33238.2,6,No,18,3.0,3,full time,0,33.0,0,3.0,12,3,8,12783.92,1970,153407.07,desconocido,False
135,50,No,travel_rarely,763.8,desconocido,8,2,other,1,136,1,False,95.5,3,3,laboratory technician,2,married,6169.17,16039.83,4,Desconocido,11,3.0,3,part time,1,29.0,3,2.0,26,1,7,6169.17,1974,74030.0,desconocido,True
136,36,No,non-travel,1032.5,desconocido,21,4,desconocido,1,137,2,True,129.1,3,3,sales executive,4,desconocido,,21682.23,6,Desconocido,13,3.0,2,part time,1,,2,3.0,10,0,8,,1988,100071.84,desconocido,True
137,39,No,travel_rarely,910.3,desconocido,17,1,life sciences,1,138,3,False,113.8,2,3,healthcare representative,3,married,7352.5,19116.5,0,Desconocido,18,3.0,1,part time,1,20.0,4,2.0,19,1,9,7352.5,1985,88230.0,desconocido,True
138,47,No,non-travel,1582.8,sales,3,1,marketing,1,139,1,True,197.8,3,4,manager,3,married,12783.92,33238.2,3,No,12,3.0,4,full time,1,,3,3.0,12,4,9,12783.92,1977,153407.07,manager  -  sales,True
139,37,No,non-travel,556.3,desconocido,18,4,desconocido,1,140,1,True,69.5,3,2,manufacturing director,4,single,4492.84,11681.39,2,Desconocido,20,4.0,1,part time,0,18.0,0,3.0,11,0,9,4492.84,1987,53914.11,desconocido,False
140,43,Yes,travel_frequently,1582.8,desconocido,15,3,life sciences,1,141,1,True,197.8,3,4,sales executive,1,single,,33238.2,0,Desconocido,12,,2,full time,0,,2,2.0,21,13,14,,1981,153407.07,desconocido,True
141,35,No,travel_frequently,556.3,desconocido,1,3,desconocido,1,142,4,True,69.5,2,2,healthcare representative,1,single,4492.84,11681.39,0,No,20,4.0,3,full time,0,14.0,3,3.0,13,4,9,4492.84,1989,,desconocido,False
142,31,No,travel_rarely,369.3,research & development,1,3,medical,1,143,4,True,46.2,3,1,research scientist,2,desconocido,2982.5,7754.5,0,Yes,21,4.0,1,full time,1,12.0,2,3.0,11,5,7,2982.5,1993,35790.0,research scientist  -  research & development,False
143,55,No,travel_rarely,1834.3,desconocido,3,3,life sciences,1,144,4,True,229.3,3,4,research director,4,married,14815.83,38521.17,3,No,14,3.0,1,full time,0,36.0,2,3.0,10,0,9,14815.83,1969,177790.0,desconocido,False
144,32,No,travel_rarely,556.3,desconocido,24,3,medical,1,145,3,False,69.5,2,2,healthcare representative,1,single,4492.84,11681.39,1,No,19,,2,part time,0,10.0,2,3.0,10,1,8,4492.84,1992,53914.11,desconocido,False
145,45,No,non-travel,1879.1,desconocido,5,3,desconocido,1,146,2,True,234.9,3,5,manager,2,married,15177.5,39461.5,7,No,11,3.0,3,full time,1,26.0,5,3.0,22,3,10,15177.5,1979,182130.0,desconocido,True
146,56,No,non-travel,1400.8,desconocido,8,1,desconocido,1,147,4,True,175.1,2,4,healthcare representative,2,divorced,,29416.83,1,Yes,15,3.0,4,full time,1,,3,3.0,33,15,0,,1968,135770.0,desconocido,False
147,45,No,travel_rarely,1979.9,desconocido,4,2,life sciences,1,148,3,True,247.5,4,5,manager,1,divorced,15991.67,41578.33,1,No,14,3.0,4,full time,2,,4,2.0,25,14,13,15991.67,1979,191900.0,desconocido,False
148,35,No,travel_frequently,556.3,human resources,11,3,life sciences,1,149,3,True,69.5,2,2,human resources,2,desconocido,4492.84,11681.39,4,No,11,3.0,4,full time,2,14.0,5,4.0,10,1,8,4492.84,1989,,human resources  -  human resources,False
149,40,No,non-travel,1766.7,desconocido,13,4,desconocido,1,150,3,False,220.8,2,4,manager,2,divorced,,37099.83,6,Yes,13,3.0,4,full time,2,,4,3.0,19,15,2,,1984,171230.0,desconocido,True
150,56,No,travel_rarely,1979.6,desconocido,2,2,medical,1,151,4,False,247.5,1,5,manager,3,desconocido,15989.17,41571.83,4,Desconocido,14,,4,full time,1,23.0,5,3.0,19,9,11,15989.17,1968,191870.0,desconocido,True
151,52,No,non-travel,1582.8,desconocido,5,3,life sciences,1,152,3,True,197.8,3,4,manager,2,desconocido,12783.92,33238.2,1,Desconocido,11,3.0,2,full time,1,,2,3.0,33,0,10,12783.92,1972,153407.07,desconocido,True
152,59,Yes,non-travel,1032.6,desconocido,14,4,medical,1,153,1,False,129.1,2,3,manufacturing director,1,marreid,8340.0,21684.0,7,Desconocido,14,3.0,4,full time,0,,0,2.0,10,5,9,8340.0,1965,,desconocido,True
153,49,No,non-travel,1032.5,desconocido,4,3,life sciences,1,154,4,True,129.1,3,3,manufacturing director,4,single,8339.32,21682.23,1,No,11,3.0,3,part time,0,11.0,2,3.0,10,0,8,8339.32,1975,100071.84,desconocido,False
154,30,No,travel_rarely,824.2,human resources,17,3,desconocido,1,155,2,True,103.0,2,3,human resources,1,single,6656.67,17307.33,1,Desconocido,13,3.0,1,part time,0,,3,2.0,10,0,9,6656.67,1994,79880.0,human resources  -  human resources,False
155,35,No,non-travel,556.3,desconocido,3,3,other,1,156,4,True,69.5,1,2,sales executive,1,single,4492.84,11681.39,3,No,18,,4,part time,0,15.0,2,3.0,13,3,12,4492.84,1989,53914.11,desconocido,False
156,43,No,travel_frequently,290.0,desconocido,9,2,desconocido,1,157,1,False,36.3,3,1,laboratory technician,4,desconocido,2342.59,6090.75,1,Desconocido,13,3.0,3,full time,0,12.0,3,3.0,12,5,8,2342.59,1981,,desconocido,True
157,58,No,travel_rarely,556.3,desconocido,1,2,life sciences,1,158,2,True,69.5,4,2,research scientist,3,married,4492.84,11681.39,0,No,24,4.0,1,part time,1,13.0,2,2.0,12,2,8,4492.84,1966,53914.11,desconocido,True
158,35,Yes,travel_rarely,556.3,desconocido,24,4,desconocido,1,159,1,False,69.5,2,2,sales executive,2,single,,11681.39,0,Yes,23,4.0,3,part time,0,16.0,2,4.0,15,10,10,,1989,53914.11,desconocido,True
159,55,No,travel_frequently,1582.8,desconocido,11,4,medical,1,160,2,False,197.8,3,4,manager,4,desconocido,12783.92,33238.2,3,No,20,,1,full time,1,26.0,2,3.0,14,1,12,12783.92,1969,,desconocido,False
160,35,No,travel_rarely,730.8,desconocido,1,3,desconocido,1,161,4,True,91.3,2,3,sales executive,3,desconocido,5902.5,15346.5,1,Desconocido,14,3.0,4,part time,0,,3,3.0,10,8,6,5902.5,1989,70830.0,desconocido,True
161,30,No,non-travel,487.3,desconocido,3,1,medical,1,162,2,True,60.9,3,1,laboratory technician,1,single,3935.83,10233.17,1,Desconocido,18,3.0,4,full time,0,,3,,10,1,5,3935.83,1994,,desconocido,True
162,36,No,travel_rarely,351.5,desconocido,28,3,life sciences,1,163,2,True,43.9,4,2,laboratory technician,3,desconocido,2839.17,7381.83,1,Desconocido,17,,4,part time,2,,3,2.0,10,6,8,2839.17,1988,34070.0,desconocido,True
163,36,Yes,non-travel,556.3,desconocido,12,4,other,1,164,4,True,69.5,3,2,sales executive,4,desconocido,4492.84,11681.39,3,Desconocido,24,4.0,1,part time,0,13.0,2,4.0,11,6,7,4492.84,1988,53914.11,desconocido,True
164,35,No,travel_rarely,302.2,desconocido,19,3,life sciences,1,165,2,False,37.8,2,1,research scientist,4,married,2440.83,6346.17,1,No,12,3.0,2,full time,0,10.0,3,3.0,10,8,7,2440.83,1989,29290.0,desconocido,False
165,44,No,non-travel,556.3,desconocido,2,3,desconocido,1,166,4,True,69.5,3,2,sales executive,4,desconocido,4492.84,11681.39,1,Yes,17,3.0,1,part time,1,10.0,3,3.0,10,8,8,4492.84,1980,53914.11,desconocido,False
166,59,No,non-travel,1582.8,desconocido,2,3,medical,1,167,2,True,197.8,3,4,manager,2,divorced,12783.92,33238.2,4,No,22,4.0,4,full time,1,37.0,0,2.0,16,14,14,12783.92,1965,153407.07,desconocido,True
167,37,No,travel_rarely,556.3,sales,14,4,desconocido,1,168,1,False,69.5,2,2,sales executive,3,marreid,4492.84,11681.39,1,Yes,13,3.0,1,part time,1,10.0,4,3.0,10,1,7,4492.84,1987,53914.11,sales executive  -  sales,False
168,44,No,travel_rarely,1032.5,desconocido,11,3,life sciences,1,169,1,True,129.1,3,3,healthcare representative,3,married,8339.32,21682.23,1,Desconocido,17,3.0,2,part time,1,10.0,1,3.0,10,0,9,8339.32,1980,100071.84,desconocido,False
169,56,No,non-travel,1974.0,desconocido,26,4,human resources,1,170,3,True,246.7,4,5,manager,2,married,,41453.67,4,Yes,18,3.0,1,full time,1,35.0,0,3.0,10,1,4,,1968,191324.62,desconocido,True
170,43,No,non-travel,556.3,research & development,23,2,desconocido,1,171,4,True,69.5,2,2,research scientist,3,single,,11681.39,1,Desconocido,12,3.0,4,full time,0,20.0,2,3.0,20,3,7,,1981,53914.11,research scientist  -  research & development,True
171,41,No,non-travel,556.3,desconocido,11,3,technical degree,1,172,4,False,69.5,3,2,laboratory technician,3,married,4492.84,11681.39,1,Desconocido,11,,1,full time,1,10.0,2,4.0,10,9,4,4492.84,1983,,desconocido,True
172,57,Yes,non-travel,290.0,research & development,7,2,technical degree,1,173,4,True,36.3,3,1,laboratory technician,3,married,,6090.75,8,No,11,3.0,4,part time,1,14.0,4,1.0,10,9,8,,1967,28111.13,laboratory technician  -  research & development,True
173,40,No,travel_rarely,1241.3,desconocido,33,1,marketing,1,174,3,False,155.2,2,4,sales executive,4,desconocido,10025.83,26067.17,0,Desconocido,11,3.0,1,full time,1,,2,2.0,20,9,6,10025.83,1984,120310.0,desconocido,True
174,54,No,travel_rarely,1591.7,desconocido,2,4,life sciences,1,175,1,False,199.0,2,4,manager,4,married,12855.83,33425.17,2,No,16,3.0,3,full time,0,,3,3.0,25,3,7,12855.83,1970,154270.0,desconocido,False
175,28,No,travel_frequently,1032.5,desconocido,8,3,desconocido,1,176,4,True,129.1,3,3,sales executive,3,single,8339.32,21682.23,1,No,15,3.0,4,full time,0,9.0,0,3.0,9,1,7,8339.32,1996,,desconocido,True
176,31,No,travel_frequently,556.3,desconocido,1,2,desconocido,1,177,3,False,69.5,3,2,laboratory technician,4,desconocido,4492.84,11681.39,1,Desconocido,23,4.0,4,part time,0,12.0,2,,12,3,7,4492.84,1993,53914.11,desconocido,True
177,36,No,non-travel,1032.5,desconocido,18,5,life sciences,1,178,2,True,129.1,3,3,sales executive,1,married,8339.32,21682.23,1,Desconocido,22,4.0,4,full time,1,9.0,3,2.0,9,1,8,8339.32,1988,,desconocido,True
178,33,No,travel_rarely,635.8,research & development,1,3,medical,1,179,1,True,79.5,3,2,manufacturing director,4,married,5135.0,13351.0,1,Yes,22,4.0,2,full time,1,9.0,3,3.0,9,7,8,5135.0,1991,61620.0,manufacturing director  -  research & development,False
179,31,No,travel_rarely,528.9,desconocido,1,1,life sciences,1,180,4,True,66.1,2,2,laboratory technician,4,married,4271.67,11106.33,1,Desconocido,12,3.0,3,part time,2,,1,,10,3,0,4271.67,1993,51260.0,desconocido,True
180,47,Yes,non-travel,992.4,sales,9,2,medical,1,181,3,True,124.1,2,3,sales executive,4,desconocido,8015.83,20841.17,1,No,16,3.0,4,part time,0,9.0,3,3.0,9,4,7,8015.83,1977,96190.0,sales executive  -  sales,False
181,31,No,travel_rarely,556.3,desconocido,4,2,desconocido,1,182,3,False,69.5,2,2,sales executive,2,desconocido,4492.84,11681.39,1,Yes,12,3.0,2,part time,3,11.0,4,2.0,11,2,7,4492.84,1993,53914.11,desconocido,False
182,33,No,non-travel,516.9,desconocido,6,4,desconocido,1,183,2,True,64.6,3,2,sales executive,3,single,4175.0,10855.0,1,No,16,3.0,1,full time,0,12.0,0,3.0,11,5,7,4175.0,1991,,desconocido,False
183,36,No,travel_rarely,1032.5,desconocido,37,5,marketing,1,184,3,True,129.1,3,3,sales executive,2,married,8339.32,21682.23,1,Desconocido,13,3.0,1,part time,2,,3,3.0,10,0,6,8339.32,1988,100071.84,desconocido,False
184,33,No,non-travel,1032.5,desconocido,8,3,marketing,1,185,2,False,129.1,3,3,sales executive,4,single,8339.32,21682.23,1,Desconocido,14,3.0,4,part time,0,9.0,2,3.0,9,3,7,8339.32,1991,100071.84,desconocido,False
185,42,No,travel_rarely,290.0,research & development,34,3,life sciences,1,186,1,True,36.3,3,1,research scientist,3,divorced,,6090.75,4,No,12,3.0,1,part time,1,,2,3.0,9,1,8,,1982,28111.13,research scientist  -  research & development,False
186,41,No,travel_rarely,1963.7,desconocido,4,1,medical,1,187,4,False,245.5,3,5,manager,3,desconocido,15860.83,41238.17,1,No,14,3.0,2,full time,1,21.0,2,3.0,20,9,9,15860.83,1983,190330.0,desconocido,True
187,46,No,non-travel,1582.8,desconocido,2,2,desconocido,1,188,1,True,197.8,2,4,manager,4,married,12783.92,33238.2,9,No,23,4.0,4,full time,1,22.0,1,3.0,20,11,8,12783.92,1978,,desconocido,False
188,33,Yes,travel_rarely,1073.0,desconocido,4,4,desconocido,1,189,4,True,134.1,1,3,sales executive,4,married,8666.67,22533.33,1,No,11,3.0,3,full time,0,14.0,2,2.0,14,9,8,8666.67,1991,104000.0,desconocido,True
189,31,No,non-travel,1032.5,research & development,1,1,life sciences,1,190,3,True,129.1,2,3,manufacturing director,3,desconocido,8339.32,21682.23,1,No,22,4.0,3,part time,0,,2,3.0,11,5,8,8339.32,1993,100071.84,manufacturing director  -  research & development,False
190,38,No,non-travel,1032.5,desconocido,11,3,desconocido,1,191,2,True,129.1,3,3,research director,4,desconocido,,21682.23,1,Desconocido,14,3.0,3,part time,3,,1,3.0,10,0,7,,1986,100071.84,desconocido,True
191,38,No,non-travel,288.2,desconocido,4,4,desconocido,1,192,1,True,36.0,3,1,sales representative,4,divorced,2327.5,6051.5,4,No,17,3.0,3,full time,1,13.0,2,3.0,9,5,8,2327.5,1986,,desconocido,True
192,41,No,non-travel,556.3,desconocido,24,2,technical degree,1,193,1,True,69.5,3,2,research scientist,4,desconocido,4492.84,11681.39,1,No,17,3.0,1,full time,2,,3,3.0,9,4,7,4492.84,1983,,desconocido,False
193,37,No,non-travel,585.4,desconocido,24,4,desconocido,1,194,2,False,73.2,3,2,laboratory technician,2,married,4728.33,12293.67,7,Desconocido,15,3.0,3,full time,1,11.0,3,3.0,9,0,8,4728.33,1987,56740.0,desconocido,True
194,33,No,travel_rarely,556.3,desconocido,7,3,life sciences,1,195,4,True,69.5,2,2,sales executive,3,married,4492.84,11681.39,1,Desconocido,14,3.0,3,part time,1,13.0,3,2.0,13,4,8,4492.84,1991,53914.11,desconocido,True
195,39,No,non-travel,1032.5,desconocido,25,2,life sciences,1,196,1,False,129.1,2,3,research director,2,desconocido,,21682.23,3,Desconocido,17,3.0,3,part time,1,,2,3.0,10,0,1,,1985,100071.84,desconocido,False
196,31,No,travel_rarely,556.3,desconocido,28,2,desconocido,1,197,4,False,69.5,3,2,research scientist,4,married,4492.84,11681.39,1,No,13,3.0,4,part time,2,11.0,2,3.0,10,1,9,4492.84,1993,53914.11,desconocido,True
197,40,No,non-travel,1980.6,desconocido,1,1,desconocido,1,198,2,True,247.6,3,5,manager,3,desconocido,,41593.5,1,Desconocido,14,3.0,3,full time,1,21.0,3,3.0,21,1,6,,1984,191970.0,desconocido,True
198,61,No,non-travel,1974.0,desconocido,7,3,life sciences,1,199,1,False,246.7,3,5,manager,1,desconocido,15943.72,41453.67,5,No,11,3.0,4,full time,0,33.0,5,1.0,29,11,10,15943.72,1963,191324.62,desconocido,True
199,31,No,non-travel,867.9,desconocido,22,4,other,1,200,3,False,108.5,3,3,sales executive,1,desconocido,7010.0,18226.0,0,Desconocido,11,3.0,3,part time,0,10.0,3,3.0,9,7,8,7010.0,1993,84120.0,desconocido,True
200,32,No,travel_rarely,1032.5,research & development,9,1,desconocido,1,201,3,True,129.1,3,3,manufacturing director,2,divorced,8339.32,21682.23,1,No,25,4.0,4,part time,1,,6,4.0,13,0,8,8339.32,1992,100071.84,manufacturing director  -  research & development,True
201,34,Yes,non-travel,345.4,desconocido,3,3,life sciences,1,202,1,True,43.2,3,1,research scientist,1,single,2790.0,7254.0,1,Yes,11,3.0,1,full time,0,,3,3.0,10,9,7,2790.0,1990,33480.0,desconocido,False
202,51,No,non-travel,290.0,desconocido,28,1,medical,1,203,4,True,36.3,4,1,laboratory technician,3,married,2342.59,6090.75,1,Yes,11,,3,full time,3,20.0,3,3.0,20,3,8,2342.59,1973,,desconocido,True
203,33,No,non-travel,547.8,research & development,24,4,life sciences,1,204,1,True,68.5,3,2,laboratory technician,4,desconocido,4424.17,11502.83,1,No,15,,4,part time,2,10.0,2,3.0,10,4,7,4424.17,1991,53090.0,laboratory technician  -  research & development,True
204,43,No,non-travel,556.3,desconocido,29,3,desconocido,1,205,2,True,69.5,3,2,manufacturing director,2,desconocido,4492.84,11681.39,1,Desconocido,13,3.0,4,full time,1,10.0,3,2.0,9,7,8,4492.84,1981,,desconocido,True
205,50,Yes,non-travel,789.7,sales,11,3,marketing,1,206,3,False,98.7,3,3,sales executive,4,married,6378.33,16583.67,1,No,18,3.0,1,part time,2,,3,4.0,9,7,7,6378.33,1974,76540.0,sales executive  -  sales,True
206,28,No,non-travel,1321.5,desconocido,5,1,desconocido,1,207,3,True,165.2,2,3,research director,4,divorced,10673.33,27750.67,1,Desconocido,16,3.0,2,full time,1,,3,3.0,9,0,8,10673.33,1996,128080.0,desconocido,True
207,34,No,travel_rarely,556.3,desconocido,1,3,medical,1,208,1,True,69.5,4,2,sales executive,1,divorced,4492.84,11681.39,1,Desconocido,22,,1,part time,1,9.0,5,3.0,9,0,8,4492.84,1990,53914.11,desconocido,True
208,53,No,non-travel,1582.8,research & development,26,4,desconocido,1,209,3,False,197.8,2,4,manufacturing director,4,married,12783.92,33238.2,3,No,22,4.0,3,full time,0,31.0,3,3.0,9,0,0,12783.92,1971,153407.07,manufacturing director  -  research & development,False
